"type	latitude	longitude	altitude (ft)	distance (mi)	distance_interval (ft)	color	opacity	width	scale	sym	name	desc"
"T	38.993079000	-94.481835000	1009.4	9.812	370.62"
"T	38.992898000	-94.481815000	1010.4	9.825	66.17"
"T	38.992681000	-94.481818000	1011.4	9.840	79.04"
"T	38.992500000	-94.481843000	1012.4	9.852	66.31"
"T	38.992287000	-94.481899000	1014.3	9.867	79.20"
"T	38.991910000	-94.482060000	1015.8	9.895	144.74"
"T	38.991246000	-94.482337000	1022.2	9.943	254.34"
"T	38.990748000	-94.482524000	1029.0	9.979	189.01"
"T	38.990251000	-94.482669000	1028.5	10.014	185.65"
"T	38.990061000	-94.482715000	1027.8	10.027	70.43"
"T	38.989248000	-94.482818000	1017.9	10.084	297.56"
"T	38.988428000	-94.482923000	1007.2	10.140	300.15"
"T	38.987981000	-94.482966000	1004.7	10.171	163.27"
"T	38.987822000	-94.482977000	1005.9	10.182	58.00"
"T	38.987039000	-94.483030000	1015.6	10.236	285.58"
"T	38.986752000	-94.483047000	1015.9	10.256	104.64"
"T	38.986606000	-94.483055000	1014.4	10.266	53.23"
"T	38.986450000	-94.483064000	1013.3	10.277	56.88"
"T	38.985607000	-94.483113000	1011.0	10.335	307.36"
"T	38.984554000	-94.483167000	1024.8	10.408	383.83"
"T	38.984397000	-94.483173000	1026.1	10.419	57.21"
"T	38.983827000	-94.483195000	1027.7	10.458	207.70"
"T	38.983659000	-94.483221000	1027.7	10.470	61.63"
"T	38.983498000	-94.483262000	1028.1	10.481	59.79"
"T	38.983356000	-94.483323000	1027.5	10.492	54.55"
"T	38.983021000	-94.483511000	1026.8	10.517	133.21"
"T	38.982997000	-94.483528000	1026.8	10.519	9.99"
"T	38.982836000	-94.483639000	1026.3	10.531	66.59"
"T	38.982660000	-94.483787000	1026.6	10.546	76.68"
"T	38.982587000	-94.483869000	1026.9	10.552	35.36"
"T	38.982322000	-94.484165000	1027.5	10.577	128.05"
"T	38.981559000	-94.485021000	1024.2	10.647	369.39"
"T	38.980687000	-94.486005000	1019.1	10.727	423.23"
"T	38.980259000	-94.486496000	1014.0	10.766	209.25"
"T	38.979748000	-94.487082000	1005.6	10.814	249.79"
"T	38.978335000	-94.488703000	1005.0	10.945	690.82"
"T	38.977739000	-94.489399000	1000.8	11.000	293.73"
"T	38.977686000	-94.489461000	1000.1	11.005	26.14"
"T	38.977648000	-94.489504000	999.6	11.009	18.47"
"T	38.977086000	-94.490160000	1004.7	11.061	276.91"
"T	38.975979000	-94.491469000	1013.9	11.165	548.69"
"T	38.974708000	-94.492945000	1013.6	11.283	624.82"
"T	38.974673000	-94.492985000	1013.7	11.287	17.08"
"T	38.973788000	-94.494039000	1014.5	11.370	440.11"
"T	38.973702000	-94.494140000	1015.0	11.378	42.49"
